OrderId,OrderItemId,ProductType,ProductItem,ProductPeriod,ProductDetails,ProductStorage
50383,7,VEGETABLES,Greens,10-12 months,,FROZEN
50383,8,SHELF_ITEM,Commercially microwave packets,12 months,unopened,SHELF
50383,9,FROZEN_ITEM,Vegetables,8 months,,FROZEN
50383,10,SHELF_ITEM,"Gelatin, flavored",3-4 months,opened,SHELF
50383,11,PROCESSED_MEAT,"Ham, fully cooked, whole",1-2 months,,FROZEN
50383,12,DIARY,Sour cream,Do not freeze,,FROZEN
50383,13,SMOKEDFISH,Herring,3-4 days,,REFRIGERATED
50383,14,FRESH_POULTRY,"Chicken or turkey, parts",1-2 days,,REFRIGERATED
50383,15,DELI_ITEM,"Cheese, store-sliced, hard cheese such as cheddar or swiss",6 months,,FROZEN
50383,16,SHELF_ITEM,"Spices, paprika, red pepper, & chili powder",2 years,unopened,SHELF
50383,17,SHELF_ITEM,"Lentils, dried",12 months,opened,SHELF
50384,1,FRUIT,Avocados,Until ripe,,SHELF
50384,2,SHELF_ITEM,"Coffee, instant, jars and tins",12 months,unopened,SHELF
50384,3,DIARY,Margarine,12 months,,FROZEN
50384,4,SHELF_ITEM,"Peas, dried split",12 months,unopened,SHELF
50384,5,DOUGH,Cookie dough,2 months,,FROZEN
50384,6,SHELF_ITEM,"Tea, loose",2 years,unopened,SHELF
50384,7,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",2-3 days,opened,REFRIGERATED
50384,8,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED
50384,9,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: diet sodas, bottles or cans",3 mos. after date,unopened,SHELF
50384,10,DELI_ITEM,Pate,1-2 months,,FROZEN
50384,11,FROZEN_ITEM,Tempeh,1-2 weeks,,THAWED
50384,12,SHELF_ITEM,"Gravy, jars and cans",1-2 days,opened,REFRIGERATED
50384,13,FROZEN_ITEM,Juice concentrates,6-12 months,,FROZEN
50384,14,SHELF_ITEM,"Popcorn, dry kernels in jar",1 year,opened,SHELF
50384,15,PROCESSED_MEAT,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED
50385,1,SOY,Tofu,1 week,,REFRIGERATED
50385,2,BAKERY,"Doughnuts, glazed or cake",1-2 days,,SHELF
50385,3,VEGETABLES,"Squash, winter",10-12 months,,FROZEN
50385,4,CONDIMENTS,Pickles,12 months,unopened,SHELF
50385,5,VEGETABLES,"Lettuce, leaf",,Do not freeze,FROZEN
50385,6,VEGETABLES,Garlic,1-2 weeks,,REFRIGERATED
50385,7,DIARY,"Parmesan, shredded",3-4 months,,FROZEN
50385,8,FRUIT,Apricots,2-3 days,,REFRIGERATED
50385,9,VEGETABLES,Mushrooms,10-12 months,,FROZEN
50385,10,VEGETABLES,"Parsley, cilantro",1-2 months,,FROZEN
50385,11,BAKERY,"Cakes, fruit cake",1 month,,SHELF
50385,12,SHELF_ITEM,"Sugar, granulated",2 years,,SHELF
50385,13,SHELF_ITEM,"Sugar, sugar substitutes",2 years,,SHELF
50385,14,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED
50386,1,DIARY,"Cream, whipping, ultrapasteurized",,Do not freeze,FROZEN
50386,2,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED
50386,3,SHELF_ITEM,"Rice, white or wild",1 year,opened,SHELF
50386,4,SOY,"Soy or rice beverage, Re-hydrated TSP",3-4 days,opened,REFRIGERATED
50386,5,PROCESSED_MEAT,Bacon,1 week,,REFRIGERATED
50386,6,SHELF_ITEM,"Bacon Bits, Imitation",refer to jar,opened,REFRIGERATED
50386,7,VEGETABLES,"Broccoli, raab, rapini",10-12 months,,FROZEN
50386,8,FRESH_MEAT,"Beef, lamb, pork or veal chops, steaks,roasts",4-12 months,,FROZEN
50386,9,FISH,"Fatty fish (bluefish, mackerel, mullet, salmon, tuna, etc.)",1-2 days,,REFRIGERATED
50386,10,SHELF_ITEM,"Peas, dried split",12 months,opened,SHELF
50386,11,VEGETABLES,Ginger Root,1-2 weeks,,REFRIGERATED
50386,12,VEGETABLES,Garlic,1 month,,FROZEN
50386,13,FRUIT,Grapes,1 month,Whole,FROZEN
50386,14,FROZEN_ITEM,"Shrimp, shellfish",12 months,,FROZEN
50386,15,BAKERY,"Pies, pumpkin",2 hours,,SHELF
50386,16,SHELF_ITEM,"Extracts, vanilla, lemon, etc.",1 year,opened,SHELF
50386,17,SHELF_ITEM,"Rice, brown",1 year,unopened,SHELF
50386,18,VEGETABLES,Asparagus,8 months,,FROZEN
50387,1,FROZEN_ITEM,Soy meat substitutes,12-18 months,,FROZEN
50387,2,FROZEN_ITEM,"Shrimp, shellfish",1-2 days,,THAWED
50387,3,SOY,"Soy or rice beverage, soy flour, full-fat",6 months,opened,REFRIGERATED
50387,4,FROZEN_ITEM,"Fruit such as berries, melons",4-6 months,,FROZEN
50387,5,BAKERY,"Croissants, butter",1 day,,SHELF
50387,6,DOUGH,"Tube cans of biscuits, rolls, pizza dough, etc.",,Do not freeze,FROZEN
50387,7,VEGETABLES,"Squash, winter",2 weeks,,REFRIGERATED
50387,8,FROZEN_ITEM,"Fish, breaded",,Do not defrost. Cook frozen.,THAWED
50387,9,PROCESSED_MEAT,"Ham, canned (""keep refrigerated"" label)",,Do not freeze,FROZEN
50387,10,DELI_ITEM,"Fruit, cut",Package date,unopened,REFRIGERATED
50387,11,SHELF_ITEM,"Jerky, homemade",1-2 months,opened,SHELF
50387,12,SHELF_ITEM,"Oils, vegetable oil sprays",2 years,unopened,SHELF
50387,13,BAKING,Cocoa and Cocoa Mixes,Indefinitely,unopened,SHELF
50387,14,PROCESSED_POULTRY,Pieces covered with broth or gravy,1-2 days,,REFRIGERATED
50387,15,FRESH_POULTRY,"Chicken or turkey, whole",1-2 days,,REFRIGERATED
50387,16,SHELF_ITEM,"Marshmallows, marshmallow creme",1 month,opened,SHELF
50387,17,CRACKERS,Crackers,3-4 months,opened,FROZEN
50387,18,DELI_ITEM,"Fruit, cut",Package date,unopened,REFRIGERATED
50388,1,SHELF_ITEM,"Bacon Bits, Imitation",4 months,opened,SHELF
50388,2,FRUIT,Apricots,Until ripe,,SHELF
50388,3,SHELF_ITEM,"Soda such as carbonated cola drinks, mixers: regular sodas, bottles",3 mos. after date,unopened,SHELF
50388,4,SHELF_ITEM,"Pasta, dry, without eggs",1 year,opened,SHELF
50388,5,FROZEN_ITEM,"Shrimp, shellfish",12 months,,FROZEN
50388,6,SHELF_ITEM,"Spices, ground",2-3 years,unopened,SHELF
50388,7,VEGETABLES,Cauliflower,10-12 months,,FROZEN
50388,8,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED
50388,9,DELI_ITEM,Cheesecake,1 week,,REFRIGERATED
50388,10,SOY,"Soy or rice beverage, shelf stable",7-10 days,opened,REFRIGERATED
50388,11,SHELF_ITEM,"Tea, loose",6-12 months,opened,SHELF
50388,12,BAKERY,"Eclairs, dairy cream filled",3-4 days,,REFRIGERATED
50389,1,SHELF_ITEM,Molasses,6 months,opened,SHELF
50389,2,DIARY,"Eggs, raw whites, yolks*",2-4 days,,REFRIGERATED
50389,3,BAKERY,"Rolls, yeast, partially baked",Package date,,SHELF
50389,4,SHELF_ITEM,"Tomatoes, sun dried, packed in oil",3-6 months,opened,SHELF
50389,5,FROZEN_ITEM,"Fruit such as berries, melons",4-5 days,,THAWED
50389,6,SHELF_ITEM,"Oils, olive or vegetable",1-3 months,opened,SHELF
50389,7,DELI_ITEM,Olives,,Do not freeze,FROZEN
50389,8,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",12 months,unopened,SHELF
50389,9,VEGETABLES,Tomatoes,2-3 days,,REFRIGERATED
50389,10,SOY,"Soy or rice beverage, soy flour, full-fat",2 months,unopened,SHELF
50389,11,FROZEN_ITEM,"Topping, whipped",2 weeks,,THAWED
50389,12,FROZEN_ITEM,"Fish, raw",6 months,,FROZEN
50389,13,SHELF_ITEM,"Spices, paprika, red pepper, & chili powder",2 years,unopened,SHELF
50389,14,SHELF_ITEM,Tapioca,12 months,opened,SHELF
50390,1,DELI_ITEM,"Fruit, cut",4 days,opened,REFRIGERATED
50390,2,SHELF_ITEM,"Rice, white or wild",6 months,opened,REFRIGERATED
50390,3,SHELLFISH,Live lobsters,1-2 days,,REFRIGERATED
50390,4,SHELF_ITEM,"Sugar, confectioners",18 months,,SHELF
50390,5,VEGETABLES,Garlic,1 month,,SHELF
50390,6,BAKERY,"Cakes, fruit cake",12 months,,FROZEN
50390,7,SOY,"Soy or rice beverage, Textured soy protein (TSP)",2 years,unopened,SHELF
50390,8,PROCESSED_MEAT,"Hot dogs, after opening",1-2 months,,FROZEN
50390,9,SHELF_ITEM,"Baby food, meats & eggs",Use-by date,unopened,SHELF
50390,10,DELI_ITEM,Cheesecake,1 week,,REFRIGERATED
50390,11,SHELF_ITEM,"Sauce mixes, nondairy (spaghetti, taco, etc.)",2 years,unopened,SHELF
50390,12,FROZEN_ITEM,"Burritos, sandwiches",2 months,,FROZEN
50390,13,BAKERY,"Cakes, fruit cake",6 months,,REFRIGERATED
50390,14,SHELF_ITEM,Dry egg noodles,1-2 months,opened,SHELF
50390,15,SHELLFISH,"Crab meat, fresh",4 months,,FROZEN
50391,1,DELI_ITEM,Pudding,,Do not freeze,FROZEN
50391,2,BAKERY,"Pies, pumpkin",2 hours,,SHELF
50391,3,CONDIMENTS,"Mayonnaise, commercial",2-3 months,unopened,SHELF
50391,4,DIARY,"Dips, sour cream based",2 weeks,,REFRIGERATED
50391,5,FRUIT,Kiwi Fruit,,Do not freeze,FROZEN
50391,6,SOY,"Soy or rice beverage, shelf stable",7-10 days,opened,REFRIGERATED
50391,7,SHELF_ITEM,"Baby food, cereal, dry mixes",2 months,opened,SHELF
50391,8,FRUIT,Melons,1 month,Balls,FROZEN
50391,9,BAKING,"Cornmeal, stone ground or blue",2-3 months,opened,REFRIGERATED
50391,10,CONDIMENTS,"Horseradish, in jar",3-4 months,opened,REFRIGERATED
50391,11,VEGETABLES,"Artichokes, whole",1-2 weeks,,REFRIGERATED
50391,12,FRUIT,Avocados,,Do not freeze,FROZEN
50391,13,FROZEN_ITEM,Lobster tails,3 months,,FROZEN
50391,14,SHELF_ITEM,"Nuts, jars or cans",9-12 months,opened,FROZEN
50391,15,SHELF_ITEM,"Oils, olive or vegetable",6 months,unopened,SHELF
50391,16,SHELF_ITEM,"Peanut butter, commercial",6-9 months,unopened,SHELF
50392,1,DIARY,"Cream, whipping, ultrapasteurized",1 month,,REFRIGERATED
50392,2,VEGETABLES,Potatoes,1-2 weeks,,REFRIGERATED
50392,3,PESTO,Pesto or Sala,3 days,opened,REFRIGERATED
50392,4,FROZEN_ITEM,"Shrimp, shellfish",1-2 days,,THAWED
50392,5,BAKING,"Frosting, Frosting mixes",3 months,opened,SHELF
50392,6,BAKING,Biscuit or pancake mix,Pkg use-by date,opened,SHELF
50392,7,BAKERY,Muffins,1 week,,REFRIGERATED
50392,8,SHELF_ITEM,"Popcorn, dry kernels in jar",2 years,unopened,SHELF
50392,9,SHELF_ITEM,"Spices, ground",2-3 years,unopened,SHELF
50392,10,FISH,"Caviar, fresh, in jar",2 days,opened,REFRIGERATED
50392,11,CONDIMENTS,"Salad Dressings, commercial, bottled",10-12 months,unopened,SHELF
50392,12,SHELF_ITEM,Commercially popped in bags,1-2 weeks,opened,SHELF
50392,13,BAKERY,"Pies, mincemeat",2 hours,,SHELF
50392,14,DELI_ITEM,"Salads, vegetable",3-5 days,,REFRIGERATED
50392,15,CONDIMENTS,Chutney,1-2 months,opened,REFRIGERATED
50392,16,COOKIES,"Cookies, packaged",8-12 months,opened,FROZEN
50392,17,BAKING,"Frosting, Frosting mixes",12 months,unopened,SHELF
50392,18,SHELF_ITEM,"Tomatoes, sun dried, packed in cellophane",9 months,unopened,SHELF
50393,1,PROCESSED_MEAT,"Ham, fully cooked, slices or half",3-4 days,,REFRIGERATED
50393,2,FROZEN_ITEM,Ice cream,2-4 months,,FROZEN
50393,3,DELI_ITEM,"Salads, vegetable",3-5 days,,REFRIGERATED
50393,4,FRUIT,Avocados,Until ripe,,SHELF
50393,5,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",3-4 weeks,opened,REFRIGERATED
50393,6,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",6 months,opened,REFRIGERATED
50393,7,DIARY,"Eggs, hard cooked",,Do not freeze,FROZEN
50393,8,BAKING,Baking powder,3 months,opened,SHELF
50393,9,SHELF_ITEM,"Baby food, formula",Use-by date,unopened,SHELF
50393,10,CONDIMENTS,Mustard,12 months,opened,REFRIGERATED
50393,11,SHELF_ITEM,"Oils, olive or vegetable",1-3 months,opened,SHELF
50393,12,SHELF_ITEM,"Coffee, non-vacuum bag ground, in cans",1 week,opened,SHELF
50394,1,DELI_ITEM,"Cheese, store-sliced, hard cheese such as cheddar or swiss",3-4 weeks,,REFRIGERATED
50394,2,SHELF_ITEM,Pectin,Use by pkg. date,unopened,SHELF
50394,3,DELI_ITEM,"Luncheon meats, store-sliced",1-2 months,,FROZEN
50394,4,VEGETABLES,"Herbs, fresh",7-10 days,,REFRIGERATED
50394,5,BAKERY,"Rolls, yeast, baked",3-4 days,,SHELF
50394,6,BAKERY,"Pies, mincemeat",1 week,,REFRIGERATED
50394,7,VEGETABLES,Eggplant,3-4 days,,REFRIGERATED
50394,8,DIARY,Butter,6-9 months,,FROZEN
50394,9,PROCESSED_MEAT,"Ham, cook before eating",1-2 months,,FROZEN
50394,10,DIARY,Pudding,Package date,unopened,REFRIGERATED
50394,11,SHELF_ITEM,"Tomatoes, sun dried, packed in cellophane",9 months,unopened,SHELF
50394,12,PROCESSED_POULTRY,Pieces covered with broth or gravy,6 months,,FROZEN
50394,13,PESTO,Pesto or Sala,1-2 months,,FROZEN
50394,14,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED
50394,15,DELI_ITEM,Cheesecake,2-3 months,,FROZEN
50394,16,SHELF_ITEM,"Coffee, instant, jars and tins",2-3 months,opened,SHELF
50395,1,FROZEN_ITEM,"Burritos, sandwiches",2 months,,FROZEN
50395,2,BAKERY,"Cakes, pound cake",3-4 days,,SHELF
50395,3,BAKING,"Cornmeal, regular, degerminated",6-12 months,unopened,SHELF
50395,4,BAKERY,"Cakes, made from mix",4 months,,FROZEN
50395,5,PROCESSED_MEAT,"Lunch meats, sealed in package",1-2 months,,FROZEN
50395,6,VEGETABLES,"Squash, summer",10-12 months,,FROZEN
50395,7,SHELF_ITEM,"Gravy, dry gravy mixes",2 years,unopened,SHELF
50395,8,SMOKEDFISH,"Salmon, whitefish, hot smoked",6 months,vacuum pkg,FROZEN
50395,9,DELI_ITEM,Meats covered with gravy or broth,6 months,,FROZEN
50395,10,CONDIMENTS,Pickles,12 months,unopened,SHELF
50395,11,FRESH_MEAT,"Beef, lamb, pork or veal chops, steaks,roasts",4-12 months,,FROZEN
50395,12,BAKING,"Chocolate, unsweetened and semi-sweet, solid",1 year,opened,SHELF
50395,13,BAKERY,"Rolls, yeast, baked",3-4 days,,SHELF
50395,14,VEGETABLES,Tomatoes,Until ripe,,SHELF
50395,15,SHELF_ITEM,"Gravy, dry gravy mixes",1-2 days,opened,REFRIGERATED
50396,1,FROZEN_ITEM,"Fish, breaded",,Do not defrost. Cook frozen.,THAWED
50396,2,CRACKERS,Crackers,3-4 months,opened,REFRIGERATED
50396,3,FRUIT,Melons,3-4 days,,REFRIGERATED
50396,4,SHELF_ITEM,"Baby food, meats & eggs",Use-by date,unopened,SHELF
50396,5,FROZEN_ITEM,Guacamole,3-4 months,,FROZEN
50396,6,DIARY,Kefir (fermented milk),1 week after date,unopened,REFRIGERATED
50396,7,BAKING,Cocoa and Cocoa Mixes,1 year,opened,SHELF
50396,8,SOY,"Soy or rice beverage, soy flour, de-fatted, low-fat",1 year,unopened,SHELF
50396,9,DELI_ITEM,Cheesecake,2-3 months,,FROZEN
50396,10,FRUIT,"Berries, cherries",1-2 days,,REFRIGERATED
50396,11,SHELF_ITEM,"Coffee, whole beans",1-3 weeks,unopened,SHELF
50396,12,PROCESSED_MEAT,"Ham, fully cooked, slices or half",3-4 days,,REFRIGERATED
50396,13,FRUIT,"Berries, cherries",1-2 days,,REFRIGERATED
50396,14,SHELF_ITEM,"Gelatin, unflavored",3-4 months,opened,SHELF
50396,15,SHELLFISH,"Shucked clams, mussels and oysters",3-4 months,,FROZEN
50397,1,SOY,"Soy or rice beverage, soy flour, de-fatted, low-fat",1 year,unopened,SHELF
50397,2,DIARY,Butter,1-3 months,,REFRIGERATED
50397,3,DIARY,"Cream, half-and-half",4 months,,FROZEN
50397,4,PROCESSED_MEAT,"Sausage, hard, dry (pepperoni), sliced",2-3 weeks,,REFRIGERATED
50397,5,VEGETABLES,"Artichokes, whole",1-2 weeks,,REFRIGERATED
50397,6,SHELF_ITEM,"Cereal, cook before eating (oatmeal, etc.)",12 months,unopened,SHELF
50397,7,FRUIT,Avocados,Until ripe,,SHELF
50397,8,FROZEN_ITEM,"Fish, breaded",,Do not defrost. Cook frozen.,THAWED
50397,9,SHELF_ITEM,"Cereal, cook before eating (oatmeal, etc.)",12 months,unopened,SHELF
50397,10,PROCESSED_MEAT,"Sausage, raw, bulk type",1-2 days,,REFRIGERATED
50397,11,SHELF_ITEM,Honey,12 months,unopened,SHELF
50397,12,BAKING,Baking powder,3 months,opened,SHELF
50397,13,DIARY,"Cheese, processed slices",1-2 months,,REFRIGERATED
50397,14,PROCESSED_MEAT,"Ham, cook before eating",1 week,,REFRIGERATED
50397,15,BAKERY,"Cakes, chocolate",1-2 days,,SHELF
50398,1,BEVERAGES,"Juice in cartons, fruit drinks, punch",7-10 days,opened,REFRIGERATED
50398,2,SHELLFISH,Live lobsters,1-2 days,,REFRIGERATED
50398,3,FRUIT,"Papaya, mango",1 week,,REFRIGERATED
50398,4,PROCESSED_MEAT,"Hot dogs, sealed in package",1-2 months,,FROZEN
50398,5,CONDIMENTS,Mustard,1 month,opened,SHELF
50398,6,SHELF_ITEM,"Mushrooms, dried",3 months,opened,SHELF
50398,7,DIARY,"Eggs, raw whites, yolks*",2-4 days,,REFRIGERATED
50398,8,SHELF_ITEM,"Juice, boxes",8-12 days,opened,REFRIGERATED
50398,9,PROCESSED_POULTRY,Rotisserie chicken,4 months,,FROZEN
50398,10,SHELF_ITEM,"Fruits, dried",6 months,opened,REFRIGERATED
50398,11,SHELF_ITEM,"Popcorn, dry kernels in jar",1 year,opened,SHELF
50399,1,DELI_ITEM,"Salads containing meat, fish, poultry or eggs",,Do not freeze,FROZEN
50399,2,VEGETABLES,"Peppers, bell or chile",4-5 days,,REFRIGERATED
50399,3,BAKING,Cocoa and Cocoa Mixes,Indefinitely,unopened,SHELF
50399,4,VEGETABLES,"Carrots, parsnips",10-12 months,,FROZEN
50399,5,SHELF_ITEM,"Milk, canned evaporated",12 months,unopened,SHELF
50399,6,CONDIMENTS,"Ketchup, Cocktail or Chili sauce",12 months,unopened,SHELF
50399,7,BAKERY,"Doughnuts, glazed or cake, dairy cream filled",3-4 days,,REFRIGERATED
50399,8,SHELF_ITEM,Pudding mixes,12 months,unopened,SHELF
50399,9,BAKERY,"Rolls, yeast, baked",3-4 days,,SHELF
50399,10,VEGETABLES,"Parsley, cilantro",1-2 months,,FROZEN
50399,11,VEGETABLES,"Lettuce, leaf",3-7 days,,REFRIGERATED
50399,12,SHELF_ITEM,"Nuts, jars or cans",4-6 months,opened,REFRIGERATED
50399,13,DIARY,"Eggnog, commercial",3-5 days,,REFRIGERATED
50399,14,DOUGH,"Tube cans of biscuits, rolls, pizza dough, etc.",,Do not freeze,FROZEN
50399,15,FISH,Surimi seafood,3-4 days,,REFRIGERATED
50399,16,DIARY,Pudding,Package date,unopened,REFRIGERATED
50399,17,FROZEN_ITEM,"Sausages, precooked",1-2 months,,FROZEN
50400,1,VEGETABLES,Ginger Root,1 month,,FROZEN
50400,2,SHELF_ITEM,"Gelatin, flavored",18 months,unopened,SHELF
50400,3,SHELF_ITEM,Pudding mixes,3-4 months,opened,SHELF
50400,4,VEGETABLES,Leeks,10-12 months,,FROZEN
50400,5,SHELLFISH,"Crab meat, fresh",4 months,,FROZEN
50400,6,PROCESSED_MEAT,"Corned beef, in pouch with pickling juices",5-7 days,,REFRIGERATED
50400,7,FROZEN_ITEM,Soy meat substitutes,12-18 months,,FROZEN
50400,8,VEGETABLES,"Herbs, fresh",7-10 days,,REFRIGERATED
50400,9,SHELF_ITEM,"Baby food, formula",1-2 days,opened,REFRIGERATED
50400,10,SHELF_ITEM,"Baby food, formula",Use-by date,unopened,SHELF
50400,11,BAKERY,"Doughnuts, glazed or cake",1-2 days,,SHELF
50400,12,DIARY,Buttermilk,1-2 weeks,,REFRIGERATED
50400,13,DIARY,"Cottage cheese, ricotta",1 week,,REFRIGERATED
50400,14,SHELF_ITEM,Pectin,Use by pkg. date,unopened,SHELF
50400,15,SHELLFISH,"Crab meat, fresh",4 months,,FROZEN
50401,1,VEGETABLES,"Lettuce, iceberg",1-2 weeks,,REFRIGERATED
50401,2,BAKING,"Frosting, canned",3 months,opened,SHELF
50401,3,BAKERY,"Doughnuts, glazed or cake, dairy cream filled",3-4 days,,REFRIGERATED
50401,4,VEGETABLES,"Onions, Spring or green",10-12 months,,FROZEN
50401,5,DIARY,"Aerosol can, nondairy topping",3 months,,REFRIGERATED
50401,6,PROCESSED_MEAT,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED
50401,7,VEGETABLES,Celery,1-2 weeks,,REFRIGERATED
50401,8,VEGETABLES,Cucumbers,4-5 days,,REFRIGERATED
50401,9,SHELF_ITEM,"Rice, brown",6 months,opened,REFRIGERATED
50401,10,BAKERY,"Croissants, butter",2 months,,FROZEN
50401,11,BAKERY,"Cakes, chocolate",1 week,,REFRIGERATED
50402,1,SHELF_ITEM,Pectin,Use by pkg. date,unopened,SHELF
50402,2,FRUIT,Grapes,1 week,,REFRIGERATED
50402,3,SHELF_ITEM,"Tea, bags",18 months,unopened,SHELF
50402,4,PROCESSED_MEAT,"Hot dogs, sealed in package",1-2 months,,FROZEN
50402,5,VEGETABLES,Turnips,2 weeks,,REFRIGERATED
50402,6,FRESH_MEAT,"Variety meats (liver, tongue, chitterlings, etc.)",3-4 months,,FROZEN
50402,7,DELI_ITEM,"Salads, vegetable",,Do not freeze,FROZEN
50402,8,VEGETABLES,"Beans, green or wax",3-4 days,,REFRIGERATED
50402,9,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",1-2 months,,FROZEN
50402,10,SHELF_ITEM,"Coffee, whole beans",1 week,opened,SHELF
50402,11,SOY,"Soy or rice beverage, refrigerated",,Do not freeze,FROZEN
50402,12,VEGETABLES,Beets,6-8 months,,FROZEN
50403,1,SHELF_ITEM,"Gelatin, unflavored",3 years,unopened,SHELF
50403,2,FISH,"Caviar, fresh, in jar",2 days,opened,REFRIGERATED
50403,3,BAKERY,"Eclairs, dairy cream filled",3-4 days,,REFRIGERATED
50403,4,SHELF_ITEM,"Coffee, whole beans",1 week,opened,SHELF
50403,5,CONDIMENTS,"Barbecue sauce, bottled",12 months,unopened,SHELF
50403,6,BAKERY,"Croissants, butter",1 week,,REFRIGERATED
50403,7,VEGETABLES,Okra,2-3 days,,REFRIGERATED
50403,8,FISH,"Cooked fish, all",1-2 months,,FROZEN
50403,9,PROCESSED_POULTRY,"Chicken nuggets, patties",1-2 days,,REFRIGERATED
50403,10,CONDIMENTS,Pickles,12 months,unopened,SHELF
50403,11,FROZEN_ITEM,"Fish, breaded",,Do not defrost. Cook frozen.,THAWED
50403,12,DIARY,"Egg substitutes, liquid",10 days,unopened,REFRIGERATED
50403,13,SMOKEDFISH,Herring,3-4 days,,REFRIGERATED
50403,14,DIARY,Cream cheese,,Do not freeze,FROZEN
50403,15,DIARY,"Cheese, hard (such as cheddar,  swiss, block parmesan)",6 months,unopened,REFRIGERATED
50403,16,DIARY,"Whipped, sweetened",1 day,,REFRIGERATED
50403,17,BEVERAGES,"Juice in cartons, fruit drinks, punch",7-10 days,opened,REFRIGERATED
50403,18,BAKING,"Cornmeal, regular, degerminated",6-12 months,unopened,SHELF
50404,1,DELI_ITEM,"Main dishes or meals, hot or refrigerated",2-3 months,,FROZEN
50404,2,SOY,"Soy or rice beverage, Textured soy protein (TSP)",3-4 months,opened,SHELF
50404,3,CONDIMENTS,"Barbecue sauce, bottled",1 month,opened,SHELF
50404,4,SOY,"Soy or rice beverage, refrigerated",7-10 days,,REFRIGERATED
50404,5,DELI_ITEM,Olives,2 weeks,,REFRIGERATED
50404,6,SHELF_ITEM,"Tomatoes, sun dried, packed in oil",3-6 months,opened,SHELF
50404,7,DIARY,Sour cream,Do not freeze,,FROZEN
50404,8,SHELF_ITEM,"Tomatoes, sun dried, packed in oil",3-6 months,opened,SHELF
50404,9,FRUIT,"Papaya, mango",1 week,,REFRIGERATED
50404,10,DIARY,"Aerosol can, nondairy topping",3 months,,REFRIGERATED
50404,11,FROZEN_ITEM,"Topping, whipped",6 months,,FROZEN
50404,12,SHELF_ITEM,"Spices, ground",2-3 years,opened,SHELF
50404,13,PROCESSED_MEAT,"Sausage, hard, dry (pepperoni), sliced",2-3 weeks,,REFRIGERATED
50404,14,VEGETABLES,Mushrooms,2-3 days,,REFRIGERATED
50404,15,FROZEN_ITEM,"Pancakes, Waffles",3-4 days,,THAWED
50405,1,SHELF_ITEM,Worcestershire Sauce,1 year,unopened,SHELF
50405,2,VEGETABLES,Brussels sprouts,3-5 days,,REFRIGERATED
50405,3,SHELF_ITEM,"Canned goods, high acid (such as juices, fruit, pickles, sauerkraut, tomato soup, and foods in vinegar-based sauce)",5-7 days,opened,REFRIGERATED
50405,4,VEGETABLES,Potatoes,1-2 months,,SHELF
50405,5,FROZEN_ITEM,"Fish, raw",1-2 days,,THAWED
50405,6,BAKERY,"Pies, pumpkin",3-4 days,,REFRIGERATED
50405,7,FROZEN_ITEM,"Fish, raw",6 months,,FROZEN
50405,8,SHELF_ITEM,"Coffee, whole beans",1 week,opened,SHELF
50405,9,BAKERY,"Pastries, danish",1-2 days,,SHELF
50405,10,SHELF_ITEM,"Extracts, vanilla, lemon, etc.",1 year,opened,SHELF
50405,11,VEGETABLES,Mushrooms,10-12 months,,FROZEN
50405,12,PROCESSED_POULTRY,"Lunch meats, sealed in package",2 weeks,,REFRIGERATED
50405,13,VEGETABLES,"Onions, dry",2-3 weeks,,SHELF
50405,14,FROZEN_ITEM,"Sausages, uncooked",1-2 days,,THAWED
50405,15,DIARY,"Parmesan, shredded",3-4 months,,FROZEN
50405,16,DELI_ITEM,"Side dishes such as cooked vegetables, rice or potatoes",3-4 days,,REFRIGERATED
50405,17,SHELF_ITEM,"Cereal, cook before eating (oatmeal, etc.)",12 months,unopened,SHELF
50406,1,SHELF_ITEM,"Jerky, commercially dried",12 months,unopened,SHELF
50406,2,DIARY,Margarine,6 months,,REFRIGERATED
50406,3,SHELF_ITEM,"Canned goods, high acid (such as juices, fruit, pickles, sauerkraut, tomato soup, and foods in vinegar-based sauce)",5-7 days,opened,REFRIGERATED
50406,4,SHELF_ITEM,"Garlic, commercial jars",8 months,unopened,SHELF
50406,5,FRUIT,Bananas,Until ripe,,SHELF
50406,6,DELI_ITEM,"Luncheon meats, store-sliced",3-5 days,,REFRIGERATED
50406,7,DIARY,Margarine,12 months,,FROZEN
50406,8,SHELF_ITEM,"Popcorn, dry kernels in jar",1 year,opened,SHELF
50406,9,FRUIT,Grapes,1 week,,REFRIGERATED
50406,10,FROZEN_ITEM,"TV Dinners, entrees,  breakfast",3 months,,FROZEN
